ID	A-coref	B-coref
test-1664	False	True
test-1665	False	True
test-1666	False	True
test-1667	True	False
test-1668	False	True
test-1669	True	False
test-1670	True	False
test-1671	True	False
test-1672	False	True
test-1673	False	True
test-1674	True	False
test-1675	False	True
test-1676	True	True
test-1677	False	True
test-1678	True	False
test-1679	True	False
test-1680	False	True
test-1681	True	False
test-1682	False	False
test-1683	True	False
test-1684	True	True
test-1685	False	True
test-1686	False	False
test-1687	False	False
test-1688	True	False
test-1689	True	False
test-1690	False	True
test-1691	False	True
test-1692	True	True
test-1693	False	False
test-1694	True	True
test-1695	False	False
test-1696	True	False
test-1697	True	False
test-1698	False	False
test-1699	True	False
test-1700	True	True
test-1701	True	False
test-1702	False	True
test-1703	False	True
test-1704	False	True
test-1705	False	True
test-1706	True	False
test-1707	False	True
test-1708	False	False
test-1709	False	True
test-1710	True	True
test-1711	False	True
test-1712	False	True
test-1713	True	False
test-1714	False	False
test-1715	False	False
test-1716	True	True
test-1717	True	False
test-1718	True	False
test-1719	False	False
test-1720	True	False
test-1721	False	True
test-1722	False	True
test-1723	False	False
test-1724	True	False
test-1725	False	False
test-1726	False	True
test-1727	True	False
test-1728	False	False
test-1729	True	False
test-1730	True	False
test-1731	False	False
test-1732	False	True
test-1733	False	True
test-1734	False	False
test-1735	False	True
test-1736	False	False
test-1737	True	False
test-1738	False	True
test-1739	True	False
test-1740	False	False
test-1741	True	False
test-1742	True	True
test-1743	True	True
test-1744	False	True
test-1745	False	True
test-1746	False	False
test-1747	False	True
test-1748	False	True
test-1749	False	False
test-1750	True	False
test-1751	True	False
test-1752	True	False
test-1753	True	False
test-1754	False	False
test-1755	False	False
test-1756	True	True
test-1757	True	False
test-1758	True	True
test-1759	True	False
test-1760	False	True
test-1761	True	True
test-1762	False	True
test-1763	True	False
test-1764	True	False
test-1765	False	False
test-1766	False	False
test-1767	False	True
test-1768	False	True
test-1769	False	True
test-1770	True	False
test-1771	True	False
test-1772	True	False
test-1773	True	False
test-1774	True	False
test-1775	False	True
test-1776	False	False
test-1777	False	False
test-1778	True	False
test-1779	False	True
test-1780	False	True
test-1781	False	True
test-1782	False	False
test-1783	True	True
test-1784	False	True
test-1785	False	False
test-1786	False	False
test-1787	False	False
test-1788	True	False
test-1789	True	False
test-1790	False	True
test-1791	True	False
test-1792	False	False
test-1793	True	False
test-1794	False	True
test-1795	False	True
test-1796	True	False
test-1797	False	False
test-1798	False	False
test-1799	False	True
test-1800	False	True
test-1801	False	False
test-1802	False	True
test-1803	True	False
test-1804	True	False
test-1805	True	False
test-1806	True	False
test-1807	True	False
test-1808	True	False
test-1809	False	True
test-1810	True	False
test-1811	True	False
test-1812	True	False
test-1813	True	False
test-1814	False	False
test-1815	True	False
test-1816	False	True
test-1817	False	True
test-1818	False	True
test-1819	False	True
test-1820	False	True
test-1821	True	False
test-1822	False	True
test-1823	True	True
test-1824	False	True
test-1825	True	False
test-1826	False	False
test-1827	False	False
test-1828	False	False
test-1829	False	True
test-1830	True	False
test-1831	True	False
test-1832	True	False
test-1833	True	True
test-1834	False	False
test-1835	False	True
test-1836	False	True
test-1837	False	True
test-1838	True	True
test-1839	False	True
test-1840	True	False
test-1841	True	False
test-1842	True	False
test-1843	True	False
test-1844	False	True
test-1845	False	True
test-1846	False	True
test-1847	False	False
test-1848	False	True
test-1849	False	True
test-1850	True	False
test-1851	False	False
test-1852	False	False
test-1853	False	False
test-1854	False	True
test-1855	True	False
test-1856	True	False
test-1857	False	True
test-1858	True	False
test-1859	True	False
test-1860	True	False
test-1861	True	False
test-1862	False	True
test-1863	False	False
test-1864	True	False
test-1865	False	True
test-1866	False	True
test-1867	False	False
test-1868	False	True
test-1869	False	True
test-1870	False	False
test-1871	False	True
test-1872	False	False
test-1873	False	True
test-1874	True	False
test-1875	False	True
test-1876	True	False
test-1877	False	False
test-1878	False	False
test-1879	True	False
test-1880	True	False
test-1881	False	True
test-1882	True	False
test-1883	True	True
test-1884	True	False
test-1885	True	False
test-1886	True	True
test-1887	True	False
test-1888	True	False
test-1889	True	False
test-1890	False	True
test-1891	False	True
test-1892	False	True
test-1893	True	False
test-1894	True	False
test-1895	True	False
test-1896	True	False
test-1897	False	True
test-1898	True	False
test-1899	True	False
test-1900	False	False
test-1901	False	True
test-1902	False	True
test-1903	False	False
test-1904	False	True
test-1905	False	True
test-1906	True	False
test-1907	True	False
test-1908	True	False
test-1909	True	False
test-1910	True	False
test-1911	False	True
test-1912	False	True
test-1913	True	False
test-1914	False	False
test-1915	False	True
test-1916	False	True
test-1917	True	False
test-1918	False	False
test-1919	True	False
test-1920	False	False
test-1921	True	True
test-1922	True	True
test-1923	False	False
test-1924	False	True
test-1925	True	True
test-1926	False	True
test-1927	False	False
test-1928	True	False
test-1929	True	False
test-1930	True	False
test-1931	False	True
test-1932	False	False
test-1933	False	False
test-1934	False	True
test-1935	True	False
test-1936	False	True
test-1937	True	False
test-1938	False	False
test-1939	True	True
test-1940	True	False
test-1941	False	False
test-1942	False	True
test-1943	False	True
test-1944	False	True
test-1945	False	True
test-1946	False	True
test-1947	False	True
test-1948	True	False
test-1949	False	True
test-1950	True	False
test-1951	True	False
test-1952	True	False
test-1953	True	False
test-1954	False	True
test-1955	False	False
test-1956	True	True
test-1957	False	True
test-1958	False	True
test-1959	True	False
test-1960	False	True
test-1961	False	False
test-1962	False	False
test-1963	False	True
test-1964	True	True
test-1965	False	True
test-1966	True	False
test-1967	False	True
test-1968	False	True
test-1969	False	True
test-1970	False	False
test-1971	False	False
test-1972	False	True
test-1973	True	False
test-1974	False	True
test-1975	True	False
test-1976	False	False
test-1977	True	False
test-1978	False	True
test-1979	True	False
test-1980	True	False
test-1981	False	True
test-1982	True	False
test-1983	True	True
test-1984	False	True
test-1985	True	False
test-1986	True	False
test-1987	False	False
test-1988	True	False
test-1989	False	False
test-1990	True	False
test-1991	False	True
test-1992	False	False
test-1993	False	True
test-1994	False	True
test-1995	True	False
test-1996	True	False
test-1997	True	False
test-1998	False	False
test-1999	True	False
test-2000	True	False
